Div,Date,HomeTeam,AwayTeam,HomeElo,AwayElo,Form3Home,Form5Home,Form3Away,Form5Away,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
SP1,2017-03-01,Real Madrid,Las Palmas,2028.89,1665.14,6.0,12.0,0.0,3.0,3.0,3.0,D,1.0,1.0,D,20.0,17.0,7.0,8.0,15.0,16.0,7.0,4.0,4.0,3.0,1.0,0.0,1.13,9.0,21.0
SP1,2017-03-02,La Coruna,Ath Madrid,1627.22,1932.81,0.0,1.0,6.0,10.0,1.0,1.0,D,1.0,0.0,H,13.0,10.0,2.0,4.0,14.0,10.0,7.0,2.0,2.0,1.0,0.0,0.0,5.5,3.75,1.65
SP1,2017-03-02,Sevilla,Ath Bilbao,1851.7,1738.19,9.0,10.0,6.0,9.0,1.0,0.0,H,1.0,0.0,H,14.0,14.0,4.0,4.0,16.0,10.0,6.0,9.0,6.0,2.0,0.0,0.0,1.67,3.8,5.25
SP1,2017-03-03,Betis,Sociedad,1660.43,1764.65,3.0,5.0,4.0,10.0,2.0,3.0,A,1.0,2.0,A,12.0,9.0,5.0,6.0,18.0,15.0,7.0,6.0,4.0,2.0,0.0,0.0,2.6,3.2,2.88
SP1,2017-03-04,Barcelona,Celta,1997.33,1748.98,9.0,15.0,5.0,8.0,5.0,0.0,H,2.0,0.0,H,19.0,7.0,9.0,2.0,10.0,16.0,10.0,1.0,1.0,3.0,0.0,0.0,1.13,8.5,23.0
SP1,2017-03-04,Eibar,Real Madrid,1708.4,2028.89,4.0,10.0,4.0,10.0,1.0,4.0,A,0.0,3.0,A,12.0,12.0,2.0,7.0,13.0,14.0,4.0,4.0,1.0,1.0,0.0,0.0,5.0,4.0,1.67
SP1,2017-03-04,Leganes,Granada,1591.26,1604.36,3.0,3.0,6.0,9.0,1.0,0.0,H,0.0,0.0,D,16.0,1.0,4.0,1.0,17.0,19.0,7.0,4.0,3.0,2.0,0.0,0.0,1.8,3.4,5.0
SP1,2017-03-04,Villarreal,Espanol,1747.43,1708.03,6.0,8.0,4.0,7.0,2.0,0.0,H,1.0,0.0,H,11.0,8.0,6.0,2.0,13.0,18.0,1.0,1.0,2.0,2.0,0.0,0.0,1.73,3.6,5.25
SP1,2017-03-05,Ath Bilbao,Malaga,1738.19,1668.83,3.0,6.0,3.0,4.0,1.0,0.0,H,0.0,0.0,D,15.0,8.0,3.0,2.0,13.0,18.0,8.0,2.0,3.0,5.0,0.0,0.0,1.75,3.6,5.0
SP1,2017-03-05,Ath Madrid,Valencia,1932.81,1696.9,4.0,10.0,6.0,10.0,3.0,0.0,H,1.0,0.0,H,18.0,6.0,8.0,2.0,17.0,9.0,6.0,2.0,1.0,2.0,0.0,0.0,1.44,4.5,7.5
SP1,2017-03-05,Las Palmas,Osasuna,1665.14,1543.92,1.0,1.0,0.0,0.0,5.0,2.0,H,1.0,2.0,A,16.0,10.0,8.0,4.0,7.0,21.0,5.0,1.0,4.0,4.0,0.0,0.0,1.57,4.0,6.0
SP1,2017-03-05,Sp Gijon,La Coruna,1607.12,1627.22,1.0,4.0,1.0,1.0,0.0,1.0,A,0.0,1.0,A,9.0,7.0,2.0,3.0,11.0,13.0,6.0,4.0,4.0,5.0,0.0,0.0,2.6,3.2,2.88
SP1,2017-03-06,Alaves,Sevilla,1664.39,1851.7,6.0,9.0,9.0,13.0,1.0,1.0,D,0.0,1.0,A,18.0,9.0,4.0,1.0,12.0,16.0,2.0,2.0,2.0,5.0,0.0,0.0,4.1,3.4,1.95
SP1,2017-03-08,La Coruna,Betis,1627.22,1660.43,4.0,4.0,3.0,4.0,1.0,1.0,D,0.0,0.0,D,15.0,5.0,5.0,3.0,22.0,17.0,6.0,4.0,4.0,7.0,0.0,0.0,2.15,3.2,3.7
SP1,2017-03-10,Espanol,Las Palmas,1708.03,1665.14,4.0,4.0,4.0,4.0,4.0,3.0,H,2.0,1.0,H,12.0,12.0,6.0,5.0,18.0,12.0,2.0,5.0,2.0,4.0,0.0,0.0,2.2,3.4,3.3
SP1,2017-03-11,Granada,Ath Madrid,1604.36,1932.81,3.0,6.0,4.0,10.0,0.0,1.0,A,0.0,0.0,D,12.0,15.0,2.0,6.0,14.0,15.0,4.0,9.0,3.0,3.0,1.0,0.0,7.5,4.0,1.5
